College Name,Contact no,Email,Website,Address
"Impact College of Engineering and Applied Sciences, Bangalore Contact Number, Address & Location Map, Bangalore",080-23334101,admissions@impactedugroup.in,https://iceas.ac.in/,"Kodigehalli,Sahakara Nagar South, Bengaluru-560092, Karnataka, India."
"Islamiah Institute of Technology Contact Number, Address & Location Map, Bengaluru",080 26432330,principal@islamiahit.ac.in,http://islamiahit.ac.in,NearNo. 80Meenakshi LayoutBannerghatta Main RdBanashankari Temple WardBengaluruKarnataka 560076
"Hirasugar Institute of Technology Contact Number, Address & Location Map, Belgaum",+91-8333-278887,info@hsit.ac.in,http://hsit.ac.in,S.J.P.N. Trust’s Hirasugar Institute ofTechnologyNidasosh-591236Tq:HukkeriDist: Belgaum
"KS Institute of Technology Contact Number, Address & Location Map, Bengaluru",080-28435724,principal@ksit.ac.in,http://www.ksit.ac.in,No.14RaghuvanahalliKanakapura Main RoadBangaloreIndia 560062
"GSSS Mysore Contact Number, Address & Location Map, Mysuru",":0821 - 4257304,4257305 / 306 / 304",gsssengg@yahoo.co.in,http://geethashishu.in,"KRS Road, Metagalli, Mysore- 570 016"
"HMS Institute Of Technology Contact Number, Address & Location Map, Tumkur",0816-2214304,principal@hmsit.ac.in,http://www.hmsit.ac.in,NH-4Kesaramadu PostKyathsandraTumkur-572 104KarnatakaIndia.
"NMAM Institute of Technology Contact Number, Address & Location Map, Udupi",+91-8258-28126,principal_nmamit@nitte.edu.in,http://nmamit.nitte.edu.in,"Nitte – 574110 Karkala Taluk, Karnataka"
"RLJIT bangalore Contact Number, Address & Location Map, Bengaluru",080-27626800/80,principal_rljit@rediffmail.com,http://www.rljit.in/,"Kodigehalli, Doddaballapur - 561203 Bangluru"
"SJB Institute of Technology Contact Number, Address & Location Map, Bengaluru",+91-8028612445,principal@sjbit.edu.in,http://www.sjbit.edu.in,"#67, BGS Health & Education City  Uttarahalli Main Road, Kengeri, Bangalore South - 560060 KARNATAKA, INDIA."
"BEC Bagalkot Contact Number, Address & Location Map, Bagalkot",+91-8354-234060,becprincipal@yahoo.com,http://www.becbgk.edu,"Bagalkot-587102, Karnataka, India"
"PACE Mangalore Contact Number, Address & Location Map, Mangalore",824 2284701,info@pace.edu.in,http://pace.edu.in/admission-mba.php,"Address,P.A. College of Engineering,Nadupadav, Montepadav Post,Kairangala,Mangalore - 574153,Karnataka, INDIA."
"RR Institute of Technology Contact Number, Address & Location Map, Bengaluru",+91-080 -28391554,rrit@rrinstitutions.com,http://www.rrit.ac.in,"'Raja Reddy Layout', ' Heseraghatta Main Road Chikkabanavara', ' Bangalore – 560 090'"
"SDM College of Engineering and Technology Dharwar Contact Number, Address & Location Map, Dharwar",0836-2447465,principal@sdmcet.ac.in,http://www.sdmcet.ac.in/sdmcetmain.php?mainpage=courses&subpage=researchcenter,Dhavalagiri Dharwad Karnataka India
"Prasad Institute of Technology Contact Number, Address & Location Map, Jaunpur",91-05452-266688,institute@rediffmail.com,http://pgi.edu.in/pit,"Azamgarh - Jaunpur Rd, Jaunpur, Uttar Pradesh 222001"
"TCE Gadag Contact Number, Address & Location Map, Gadag",+91-8372 - 236933,tcegadag@rediffmail.com,http://tce.ac.in,Mundaragi RoadGadag - 582 101KarnatakaINDIA
"Sri Revana Siddeshwara Institute of Technology Contact Number, Address & Location Map, Bengaluru",080-33647779,principal@srsect.edu.in,http://www.srsect.edu.in,ChokkanahalliChikkajalaNorth(Near Chikkajala Police station on NH7 /International Airport Road) Bangalore 562157.
"Sri Krishna Institute of Technology Contact Number, Address & Location Map, Bengaluru",+91-80-6579 0005,info@skit.org.in,http://www.skit.org.in,"No.29, Hesaraghatta Main Road ,Chimney Hills,Chikkabanavara Post,Bangalore-560 090,India"
"SJM Institute of Technology Contact Number, Address & Location Map, Chitradurga",+91-08194-222866,sjmitprincipal@gmail.com,http://www.sjmit.ac.in,"P.B.No 73, NH -4, bye-pass ,Chitradurga – 577 502 ,Karnataka"
"Smt. Kamala & Sri Venkappa M. Agadi College of Engineering & Technology Gadag Contact Number, Address & Location Map, Gadag",08487-272525,info@agadiengcollege.org,http://www.agadiengcollege.org,Laxmeshwar 582116 Dist: Gadag Karnataka
"Reva Institute of Technology & Management Contact Number, Address & Location Map, Bengaluru",+91-80-65687563,ritmyel@revainstitution.org,http://www.revainstitution.org/RITM.html,"Rukmini Knowledge Park, Kattigenahalli,Yelahanka, Bangalore - 560064"
"SDM Institute of Technology Contact Number, Address & Location Map, Dakshina Kannada",08256 - 236621,principal@sdmit.in,http://www.sdmit.in,"Main Road, National Highway 234, Ujire"
"COET Jalgaon Contact Number, Address & Location Map, Jalgaon",0257-2258392,info@sscoetjalgaon.ac.in,http://www.sscoetjalgaon.ac.in/info/Contact-Email.asp,"COLLEGE OF ENGINEERING AND TECHNOLOGY,Post Box.No.94, Bambhori, JALGAON - 425 001 (MS)"
"DYPCET Kolhapur Contact Number, Address & Location Map, Kolhapur",0231-2601431,info@dypkopeng.ac.in,http://www.dypkopeng.ac.in/,D. Y. Patil College Of Engineering & TechnologyKasaba BawadaKolhapur - 416 006
"Atharva College of Engineering (ACE), Mumbai Contact Number, Address & Location Map, Mumbai",91-022-40294949,ace@atharvaeducation.com,http://atharvacoe.ac.in,"Atharva Educational Complex, Malad Marve Road, Charkop Naka, Malad (W), Mumbai - 400095, India"
"Vemana Institute of Technology Contact Number, Address & Location Map, Bengaluru",+91 8025529874,info@vemanait.edu.in,http://www.vemanait.edu.in,"No. 1, Mahayogi Vemana Road, 3rd Block, Koramangala 3 Block, Koramangala, Bengaluru, Karnataka 560034"
"Fr. C. Rodrigues Institute of Technology Contact Number, Address & Location Map, Mumbai",(022)41611000,principalfcrit@gmail.com,http://www.fcrit.ac.in,"Sector-9A, Vashi, Navi Mumbai- 400703."
"CSE Jhansi Contact Number, Address & Location Map, Jhansi",+91-0510-233119,info@srgi.ac.in,http://www.srgi.ac.in,"16 Km , Gwalior Road, Jhansi, Uttar Pradesh, India - 284002"
"M. H. Saboo Siddik College of Engineering Mumbai Contact Number, Address & Location Map, Mumbai",(022) 23012922,mhssce@yahoo.in,http://www.mhssce.ac.in,"M.H. SABOO SIDDIK COLLEGE OF ENGINEERING 8, Saboo Siddik Polytechnic Road, Byculla, Mumbai 400 008"
"Sri Siddhartha Institute of Technology Contact Number, Address & Location Map, Tumkur",+91-816 2200314,principal@ssit.edu.in,http://ssit.edu.in,MaralurTumkur 572 105Karnataka
"BMIT Solapur Contact Number, Address & Location Map, Solapur",(0217) 2283842,bmit@bmssp.org,http://bmitsolapur.org/,Solapur-Mangalwedha-Kolhapur State HighwayBelatiTal. North SolapurDist. Solapur (Maharashtra)
"Sardar Patel College of Engineering Contact Number, Address & Location Map, Mumbai",(022)-26289777,principal@spce.ac.in,http://www.spce.ac.in,"Bhavanu2019s Campus, Munshi Nagar, rnAndheri (West), Mumbai 400 058."
"Bharati Vidyapeeth College of Engineering (BVCOE), Navi Mumbai Contact Number, Address & Location Map, Navi Mumbai",022-27572140,coemumbai@bharatividyapeeth.edu,http://coemumbai.bharatividyapeeth.edu/default.aspx,Sector - 7 BelpadaNear Kharghar Railway StationNavi Mumbai - 400614
"COETA Akola Contact Number, Address & Location Map, Akola",0724-2259024,principalcoeta@gmail.com,http://coeta.ac.in,"Babhulgaon ( (Jh) N.H. No-6,Nagpur Road, AkolaDistrict, AKOLA Pin: 444104. Maharashtra"
"Pragati Engineering College Contact Number, Address & Location Map, East Godavari",+91-8852252233,pragati@pragati.ac.in,http://pragati.ac.in,"1-378, ADB Road,Surampalem, Near Kakinada,East Godavari District,Andhra Pradesh,India-533437."
"Dhanalakshmi College of Engineering Chennai Contact Number, Address & Location Map, Chennai","+91 9283 283 283, +91 44 - 7170 0800, +91 44 -2717 8345 extn 109",principal.dcengg@gmail.com,http://www.dce.edu.in/,"Dr. V. P. R Nagar, Off. Tambaram Sriperumbudur Road (via Manimangalam)(10 km from Tambaram on Kishkhinta Road) Manimangalam Post, Chennai - 601 301Tamilnadu, India"
"Prajna Institute Of Technology And Managment Contact Number, Address & Location Map, Srikakulam",08945-239691,prajnacollege@yahoo.com,http://www.prajnaitm.com,"NH-5, Ramakrishnapuram,Palasa- Srikakulam District 532243,"
"Royal Institute of Technology and Science Contact Number, Address & Location Map, Ranga Reddy",91-8417243151,director@ritsengg.com,http://rits.ac.in,Damergidda (V)Chevella(M)R. R. Dist. A.P. India. Pin: 501503.
"Priyadarshini Institute of Technology & Science for Womens Contact Number, Address & Location Map, Tenali",08644 - 305011,principal_ku@rediffmail.com,http://priyadarshiniengg.com/pitw.htm,"Priyadarshini Institute of Technology & Science, Tenali, Chintalapudi, Andhra Pradesh 522307"
"QISCET Ongole Contact Number, Address & Location Map, Ongole",+91-92464-19542,principal@qiscet.edu.in,http://www.qiscet.edu.in,"QIS College of Eng. & Tech. vengamukkapalem, Ongole - 523272"
"DBNCOET Yavatmal Contact Number, Address & Location Map, Yavatmal",07232-244097,principal@dbncoet.ac.in,http://www.dbncoet.ac.in/,"Shri Satya Sai Krida Nagari,Waghapur Road, Yavatmal, Maharashtra - 445001"
"FAMT Ratnagiri Contact Number, Address & Location Map, Ratnagiri",(02352) 229657,admin@famt.ac.in,http://www.famt.ac.in/,"P u2013 60, P u2013 60/1, MIDC, Mirjole, Ratnagiri u2013 415639, Maharashtra."
"Praveenya Institute of Marine Engineering Contact Number, Address & Location Map, Vizianagaram",+91-8922-202377,primevisakha@gmail.com,http://primevisakha.edu.in/,"HIG 51, Sector - I, M.V.P. Colony, Visakhapatnam -530 017,Andhra Pradesh, India."
"PCET Nellore Contact Number, Address & Location Map, Nellore",+91-861-2393883,price_nlr@yahoo.co.in,http://www.pcenlr.ac.in/oldsite/index.html,"Priyadarshini College of Engineering and Technology,Kanuparthipadu, Nellore-524004, AP, India."
"DCOER Pune Contact Number, Address & Location Map, Pune","+91-20-67206000, +91-9527473157, +91-8793540892",zcoer@zealeducation.com,http://zcoer.in/zcoer/,"Sr. No. 39, Narhe, Pune"
"Padmashree Dr. D. Y. Patil Institute of Engineering and Technology Contact Number, Address & Location Map, Pune",+91 20 27421095,info.engg@dypvp.edu.in,http://engg.dypvp.edu.in,"Sant Tukaram Nagar,Pimpri, Pune 411018,Maharashtra, India."
"QUBA College of Engineering & Technology Nellore Contact Number, Address & Location Map, Nellore",0861-2383531,quba786@yahoo.co.in,http://www.qubacollege.in,"VENKATACHALAM, KANPUR BIT-I NELLORE - 524320"
"Sasi Institute of Tech Engineering Contact Number, Address & Location Map, West Godavari",08818 244986,office@sasi.ac.in,http://www.sasi.ac.in,Near Aerodrome Tadepalligudem West Godavari - 534101
"KNIT Sultanpur Contact Number, Address & Location Map, Sultanpur","+91-9415041790 , 05362 241 733",director@knit.ac.in,http://www.knit.ac.in,"Kamla Nehru Institute of Technology,Sultanpur ,Uttar Pradesh - 228118"
"SITS Hyderabad Contact Number, Address & Location Map, Hyderabad",91(08742)278354,sitskhammam@yahooo.co.in,http://www.sits.ac.in,"Raghunadapalem, Khammam,Andhra Pradesh, India"
"Shadan Women's College of Engineering and Technology Hyderabad Contact Number, Address & Location Map, Hyderabad",040-23305552,swcetl5@yahoo.com,http://www.swcet.in,"6-2-980, Khairatabad,Hyderabad - 500 004."
"Sir C R Reddy College of Engineering Visakhapatnam Contact Number, Address & Location Map, Visakhapatnam",08812 230840,principal@sircrrengg.ac.in,http://www.sircrrengg.ac.in,"ELURU-534007,W.G.DIST.,A.P."
"Sir Vishveshwaraiah Institute of Science and Technology Contact Number, Address & Location Map, Chittoor",08571 - 280125,office@svtm.in,http://www.svtm.in,Viswam Group of InstitutionsMadanapalle - 517325Chittor (dist)Andhrapradesh.
"Sri Krishnadevaraya Engineering College Contact Number, Address & Location Map, Anantapur",08552-260666,skdgooty@gmail.com,http://www.skdengg.com,"NH-44, Gooty,Anantapur(Dist), Andhra Pradesh, PIN:515401."
"Sri Prakash College of Engineering East Godavari Contact Number, Address & Location Map, East Godavari",sriprakash_spce@rediffmail.com,http://www.spcetuni.ac.in,RajupetaKotturu PanchayatCity & Pin code Tuni-533 401State / UT Andhra Pradesh
"SKEC Khammam Contact Number, Address & Location Map, Khammam",040- 246009,skeceee@gmail.com,http://skec.ac.in,"Sreekavitha Engineering College, Karepally(V/M), Khammam(Dist), Telangana – 507112."
"Sree Rama Institute of Technology and Science Contact Number, Address & Location Map, Khammam",08761- 200666,pri.srits@gmail.com,http://www.srits.ac.in,"Kuppenakuntla (V) Penuballi (M),  Khammam.Dist. A.P. 507 302. Indi"
"SRKREC Bhimavaram Contact Number, Address & Location Map, Bhimavaram",08816-223332,principal@srkrec.ac.in,http://www.srkrec.ac.in,"Sagi Ramakrishnam Raju Engineering College, Chinnamiram, Bhimavaram, Andhra Pradesh -534204."
"Rajiv Gandhi University of Knowledge Technologies Contact Number, Address & Location Map, Hyderabad",+91 8656 235147,director@rguktn.ac.in,http://www.rguktn.ac.in/,Ground FloorVindhya C4 BuildingIIIT-H CampusGachibowliHyderabad - 500032 Telangana
"SAFA College of Engg. & Tech. Contact Number, Address & Location Map, Kurnool",08518-280604,info@safa.in,http://www.safa.in/Index.html,"Safa College of Engineering & Technology, B.Tandrapadu, KNL - NDL Highway, Kurnool - 518 002"
"Sri Kalahasteswara Institute of Technology Contact Number, Address & Location Map, Chittoor",093936 00584,info@skit.edu,http://www.skit.edu.in,"SKIT Road, Panagal,, Srikalahasti, Andhra Pradesh 517640"
"Sri Sai Madhavi Institute of Engineering & Technology Contact Number, Address & Location Map, East Godavari",0883-2489777,ssmist2008@gmail.com,http://www.smist.in,"Sri Sai Madhavi Institute of Science & Technology  Mallampudi - 533 296, East Godavari Dist.  Near Rajahmundry, Rajanagaram Mandal"
"Sree Dattha Institute Of Engineering and Science Contact Number, Address & Location Map, Hyderabad","+91-8686888686, +91-9397808011",info@sreedattha.ac.in,http://www.sreedattha.ac.in,"Sheriguda, Ibrahimpatnam, R.R.Distt., Greater Hyderabad, Telangana - 501510"
"Sri Venkateswara College of Engineering & Technology Chittoor Contact Number, Address & Location Map, Chittoor",info@svcetedu.org,http://www.svcetedu.org,"R.V.S. Nagar, Tirupati Road, Chittoor - 517 127. Andhra Pradesh. India."
"Sri Venkatesa Perumal College of Engineering & Technology Puttur Contact Number, Address & Location Map, Chittoor","+91-9390505457, +91-7660077720",principal@svpcet.org,http://www.svpcet.org/,"Chinnaraja Kuppam, Karvetinagaram Road, Puttur"
"Sri Venkateswara Institute of Science and Technology (SVIST), Cuddapah Contact Number, Address & Location Map, Cuddapah",08562-200048,svis_tech@yahoo.com,http://www.svistkadapa.org,"Pulivendula Road, Tadigotla (Vi), C.K.Dinne (Md), Kadapa, Y.S.R dist. Andhra Pradesh, India. - Pin : 516 003"
"St.Martin's Engineering College Contact Number, Address & Location Map, Secunderabad",040-23090900,mail2smec@gmail.com,http://www.smec.ac.in,"Sy. No.98,Dulapally,Near Kompally, Secunderabad,Qutubullapur, Hyderabad, Telangana 500014, India"
"Daita Madhusudana Sastry Sri Venkateswara Hindu College of Engineering Contact Number, Address & Location Map, Krishna",08672   251677,principal.dmssvhce@gmail.com,http://www.svhce.org.in,Manginapudi Beach RoadMachilipatnam-PostKrishna DistrictA.P. – 521 002
"SVUCE Tirupati Contact Number, Address & Location Map, Tirupati",+91-877-2289561,principal_svuce2003@yahoo.co.in,http://www.svuce.org,S V U College of EngineeringTIRUPATI-517502(AP)INDIA
"APSCE bangalore Contact Number, Address & Location Map, Bengaluru",+91-080 2843 2108,principal@apsce.ac.in,http://www.apsce.ac.in/,"Somanahalli, Kanakapura Road, Bangalore - 500082, INDIA"
"Sri Sarada Institute of Science & Technology Contact Number, Address & Location Map, Bhongir",91 9849160806,http://ssist.ueuo.com,"SRI SARADA INSTITUTE OF SCIENCE & TECHNOLOGY, Anantharam Village,Bhongir, Nalgonda, Andhra Pradesh,, India. Pin- 508 116"
"GKCEM Kolkata Contact Number, Address & Location Map, Kolkata",+91 9903188361,principal_gkcem@jisgroup.org,http://gkcem.ac.in,"Baruipur, near Phultala, Kolkata - 700 144, West Bengal"
"SNIST Hyderabad Contact Number, Address & Location Map, Hyderabad-T",+91 96406 66612,directorplacements@sreenidhi.edu.in,http://www.sreenidhi.edu.in,"Yamnampet, Ghatkesar, Hyderabad - 501 301. A.P., INDIA."
"SJCET Kurnool Contact Number, Address & Location Map, Kurnool",91-9394228866,principal@sjcet.ac.in,http://www.sjcet.ac.in/Default.aspx,"St. Johns College of Engineering & Technology , Yerrakota, Yemmiganur 518360 , Kurnool (Dist), Andhra Pradesh, India"
"St Theresa Institute of Engineering & Technology Contact Number, Address & Location Map, Vizianagaram",+91-08952-28106,info@avanthi.edu.in,http://avanthi.edu.in/sttheressa/,"Garividi (Cheepurupally),Vizanagaram District,AP, INDIA"
"VVIT Guntur Contact Number, Address & Location Map, Guntur",+91-0863 229 3336,vvitn@rediffmail.com,http://www.vvitguntur.com,"Vasireddy Venkatadri Institute of Technology, Nambur, Pedakakani, Guntur, Andhra Pradesh- 522508"
"VCE Warangal Contact Number, Address & Location Map, Warangal","08702865182, 7799206969",principal.vec@gmail.com,http://www.vaagdevieng.ac.in/,"Khammam - Warangal Hwy, Road, Bollikunta, Telangana 506005"
"VREC Nizamabad Contact Number, Address & Location Map, Nizamabad",91-8462-280157,vrec.29.nzb@gmail.com,http://www.vrecedu.org,"Rochis Vally, Manikbhandar,, NH 16, Borgaon, Telangana 503003"
"Visakha Institute of Engineering & Technology Contact Number, Address & Location Map, Visakhapatnam","9948895666, 9550957054",admissions@vietvsp.com,https://vietvsp.com/,"VISAKHA INSTITUTE OF ENGINEERING & TECHNOLOGY , 88TH DIVISION, GVMC, NARAVA, VISAKHAPATNAM, ANDHRA PRADESH, 530027"
"Vignan's LARA Institute of Technology & Science Contact Number, Address & Location Map, Guntur","0863 -2118311,",vignanlara@gmail.com,http://vignanlara.org/,Vadlamudi (Chebrolu Mandal) Guntur Dist.Andhra Pradesh
"VRSEC Vijayawada Contact Number, Address & Location Map, Vijayawada",+91 866 2582333,kmr@vrsiddhartha.ac.in,http://www.vrsiddhartha.ac.in,"Kanuru , Vijayawada Andhra Pradesh - 520007"
"St. Ann's College of Engineering & Technology Prakasam Contact Number, Address & Location Map, Prakasam",08594-247500,principal_sacet@yahoo.co.in,http://www.sacet.ac.in/sacet/index.html,Nayunipalli villageChallaReddy Palem PostVetapalem MandalChiralaPrakasam DistrictAndhra Pradesh - 523187INDIA
"Swami Vivekananda Institute of Technology Contact Number, Address & Location Map, Secunderabad",040-27717629,info@svit.ac.in,http://www.svit.ac.in,"SWAMI VIVEKANANDA INSTITUTE OF TECHNOLOGY,MAHBUB COLLEGE CAMPUS, PATNY CENTRE, SD ROAD, SECUNDERABAD - 3,TELANGANA"
"Teegala Krishna Reddy Engineering College Contact Number, Address & Location Map, Rangareddi","+91-9246175470, +91-8498085239",tkrec@rediffmail.com,http://tkrec.ac.in,"Medbowli, Meerpet,rnSaroornagar, Hyderabad-500 097,rnAndhra Pradesh"
"SBCE Khammam Contact Number, Address & Location Map, Khammam",+91-9393310099,sbce2006@gmail.com,http://www.sbcekhammam.in,"Pakabanda Bazar, Khammam District , Telangana"
"Vignana Bharathi Institute of Technology (VBIT), Hyderabad Contact Number, Address & Location Map, Hyderabad","+91 8415 200419,",principal@vbithyd.ac.in,http://vbithyd.ac.in,"Aushapur (V),Ghatkesar (M), R.R.Dist-501301"
"VNR VJIET Hyderabad Contact Number, Address & Location Map, Hyderabad",91-040-23042758,placements@vnrvjiet.ac.in,http://vnrvjiet.ac.in,"Vignana Jyothi Nagar,Pragathi Nagar,  Nizampet(S.O),Hyderabad 500 090  TS,India."
"Vidya Jyothi Institute of Technology Contact Number, Address & Location Map, Hyderabad",+91-8413-235300,info@vjit.ac.in,http://vjit.ac.in,"Aziz Nagar GateC.B. PostHyderabadu2013500 075Telangana, India"
"Syed Hashim College of Science And Technology Contact Number, Address & Location Map, Medak Dist",http://www.shcst.org,"Pragnyapur, Medak Dist,  Andhra Pradesh, India."
"Tenali Engineering College Contact Number, Address & Location Map, Guntur",+91-8644-281734,principalteca@yahoo.com,http://www.tec.edu.in,AnumarlapudiTenali(RMS)Via SangamjagarlamudiPedakakani(Md.)Guntur(Dt.) – 522 213Andhra Pradesh.
"Chameli Devi Group of Institutions Contact Number, Address & Location Map, Indore",+91 731 4243600,info@cdgi.edu.in,http://www.cdgi.edu.in,"Village Umrikheda, Near Toll booth Khandwa Road, Indore, Madhya Pradesh. Pin 452 020"
"CCT Bhopal Contact Number, Address & Location Map, Bhopal",0755-6055131,cctbpl2007@gmail.com,http://www.royalcrescentgroup.org/cct%20bhopal/index.html,"Opp. BMHRC, Karond Bypass Road, Nabibagh, Bhopal(M.P)"
"GEC Gwalior Contact Number, Address & Location Map, Gwalior",0751-2479942,info@gecgwl.org,http://gecgwl.org/,Gwalior Engineering CollegeAirport RoadMaharajpuraGwalior (M.P.) - 474015
"Institute of Technology and Management (ITM), Gwalior Contact Number, Address & Location Map, Gwalior","+91-751-2432977, 2432989, 2432389, 2432390",http://www.itmgoi.in/ITM/,"Opp. Sithouli Railway Station, NH-75 Sithouli, Jhansi Road Gwalior - 475001, ( M.P. ), INDIA"
"JDCT Indore Contact Number, Address & Location Map, Indore",+91 731 2892310,jdctindore0833@gmail.com,http://www.lnctindore.com/JDCT/,"Vill.-Sinhasa, in front of tafreeh Garden, Dhar Road, Indore-452002 (M.P.)"
"Vivekananda Institute of Technology & Science (VITS), Hyderabad Contact Number, Address & Location Map, Hyderabad",0878-6503861,vitscollegeknr@gmail.com,http://www.vits.ac.in,"Opp: Housing Board Colony,Karimnagar - 505001,Andhra Pradesh- INDIA"
"Maharaja Engineering College for Women Contact Number, Address & Location Map, Erode","04294-224128,22",principal.mecw@gmail.com,http://www.maharajaeducations.in,"Perundurai Main Road,Erode-638052"
"GICTS Gwalior Contact Number, Address & Location Map, Gwalior",+91-9425709801,info@gicts.org,http://www.gicts.org/gictweb/__contact_us.html,"Mahadji Nagar, Shivpuri Link Road, Lashkar, Gwalior(M.P.) Pin. 474001"
"Hitkarni College of Engineering Technology Jabalpur Contact Number, Address & Location Map, Jabalpur","761- 2600 222,",hcetjbp1997@gmail.com,http://www.hcet.hitkarini.com,"Hitkarini Hills, Dumna Road,Tembhar, Jabalpur Pin - 482 005"
"Maharashtra College of Engineering Latur Contact Number, Address & Location Map, Latur",02384-242088,info@mce-nilanga.com,http://www.mce-nilanga.com/,"Main Road , Nilanga, Maharashtra 413521"
"IGEC Sagar Contact Number, Address & Location Map, Sagar",91 - 07582 - 26,igecsagar@igecsagar.ac.in,http://www.igecsagar.ac.in,"Baheria Gadgad, Madhya Pradesh 470001"
"VBCE Hyderabad Contact Number, Address & Location Map, Hyderabad",040 - 231 555 3,advbce@gmail.com,http://www.vbce.ac.in,"Vishwa Bharathi College of Engineering, Nizampet , near JNTUH, Hyderabad."
"Institute of Engineering and Technology (IET), Indore Contact Number, Address & Location Map, Indore",91-731-2462311,webmaster.iet@dauniv.ac.in,http://www.iet.dauniv.ac.in,"Devi Ahilya Vishwavidyalaya , Institute of Engineering & Technology , Khandwa Road Indore,Madhya Pradesh, 452017 India"
"Rustamji Institute of Technology Contact Number, Address & Location Map, Gwalior",+91-7524-274319,rjit_bsft@yahoo.com,http://www.rjit.org,"BORDER SECURITY FORCE ACADEMY TEKANPUR, GWALIOR (M.P.)-INDIA-475005"
"SIST Bhopal Contact Number, Address & Location Map, Bhopal",0755-6546482,tposist@rediffmail.com,http://www.sistbhopal.net,Near RGPVNew Jail RoadGandhi NagarBhopal M.P India.
"SVIT Indore Contact Number, Address & Location Map, Indore",director@svitindore.org,http://svitindore.org,"Indore-Ujjain Highway,Before Toll Plaza,Behind Sai Baba Mandir Indore – 453331 (M.P.)"
"Patel Group of Institutions, Indore Contact Number, Address & Location Map, Indore",+91-0731-2437100,pgoi.indore@patelcollege.com,https://www.patelcollege.com/,"Ralamandal , (Indore Dewas by Pass Road) Indore,"
"IPS Gwalior Contact Number, Address & Location Map, Gwalior","+91-0751-3052400, +91-0751-3052411",ipsgwalior@gmail.com,http://www.ipsgwalior.org/,P.O. IPS CollegeShivpuri Link Road Gwalior- 474001
"SDBCE Indore Contact Number, Address & Location Map, Indore",+91-9669661133,hodcs@sdbce.ac.in,http://www.sdbce.ac.in,"Umaria, Near Rau, A. B. Road, Indore"
"R.K.D.F School of Engineering Contact Number, Address & Location Map, Indore",0731-6502390,rkdf_office@rkdfgroupindore.org,http://rkdfgroupindore.org/?page_id=319,"Indore- Dewas Bypass Road, Village- Arandia,P.O. Jhalaria, Indore (M.P.) – 452016"
"MIIT Meerut Contact Number, Address & Location Map, Meerut",9368223302,info@meerutiit.com,http://www.meerutiit.com/,"N.H.-58, Ghat Institutional Area ,Partapur Bye-pass Road,Near Subharti medical college, Meerut -250002 Uttar Pradesh"
"Royal College of Engineering & Technology Thrissur Contact Number, Address & Location Map, Thrissur",+91(4885)289009,info@royalcet.in,http://www.royalcet.in,"Royal College of Engineering & Technology,Chiramanangad P.O., Akkikavu,Thrissur-680604"
"SAMCET Bhopal Contact Number, Address & Location Map, Bhopal",755-4099800,admin@saminstitutions.com,http://saminstitutions.com,"Kolua, Gram Adampur Chawni, Raisen Road, Bhopal-462021"
"Mahatma Gandhi Institute of Engineering & Management Contact Number, Address & Location Map, Indore",0731-4279514,mgiem@rediffmail.com,http://www.mgiem.in,"Rao Khedi, A.B. Raod Bypass Manglia, Indore (M.P)"
"NRIITM Gwalior Contact Number, Address & Location Map, Gwalior",0751- 2435702,info@nriitm.org,http://www.nriitm.org,"Baraghata, Near Railway Under Bridge,Jhansi Road, Gwalior-474001.(M.P.)"
"SKSITS Indore Contact Number, Address & Location Map, Indore",+917314086441,info@sksits.com,http://www.sksits.com,RauNear IIM IndorePithampur Bypass RoadIndore
"McGan's Ooty School of Architecture Contact Number, Address & Location Map, Nilgiris",0423-2225970,admin@mcgansarch.com,https://mcgansarch.edu.in/,5/635 Perar Kotagiri Road Ooty-643 002.
"REC Rewa Contact Number, Address & Location Map, Rewa",07662-242478,info@recrewa.ac.in,http://www.recrewa.ac.in,"Rewa Engineering CollegernUniversity Road, Rewa (MP) - 486002"
"SDITS Khandwa Contact Number, Address & Location Map, Khandwa",0733-2243488,sdits_knw@rediffmail.com,http://sdits.org,REHMAPUR INDORE ROAD KHANDWA (M.P.)
"Takshshila Institute of Engineering & Technology Contact Number, Address & Location Map, Jabalpur",0761-2441352/8461811104,takshshila.engg@gmail.com,http://www.takshshila.org/,"Sharda Mandir Road, Sharda Chowk, Madan Mahal,Jabalpur - 482001"
"SVCST Bhopal Contact Number, Address & Location Map, Bhopal",0755- 2696771,svcstcollege@gmail.com,http://www.svcst.org,"Barkheri Kala, Neelbad Road P.O.- Suraj Nagar, Bhopal-462044"
"Nagnathappa Halge Engineering College Contact Number, Address & Location Map, Aurangabad",+91-7313296144,contact@nhce.in,http://nhce.in/index.html,"Swami Vivekanand Group of Institutions,Vivekanand Knowledge City, Khandwa Road, Indore"
"Central Institute of Plastics Engineering & Technology Contact Number, Address & Location Map, Bhubaneswar","+91-674-2743767, +91-9337476507",bhubaneswar@cipet.gov.in,http://cipet.gov.in,B-25CNI ComplexP.O. PatiaBhubaneswar – 751 024.
"Shri Tulja Bhavani College of Engineering Osmanabad Contact Number, Address & Location Map, Osmanabad",02471-243603,stbect@gmail.com,http://www.stbcet.org.in,"NALDURG ROAD, TULJAPUR  , Tq. - TULJAPUR  , Dist.- OSMANABAD - 413 601,MAHARASHTRA."
