College Name,Contact no,Email,Website,Address
"Globe Express Travel Academy Contact Number, Address & Location Map, Bengaluru",080 65596007,info@globexacademy.com,http://globexacademy.com/GroupOfCompany.html,"Parvathi Plaza No. 105,, Richmond Town, Richmond Road, Bangalore, Karnataka, India- 560025"
"Rachana Sansad Reify Institute of Event Management Contact Number, Address & Location Map, Mumbai",24310807,info@reifyappl.com,http://www.rachanasansad.edu.in/index.php,"278, Shankar Ghanekar Marg, Prabhadevi, Mumbai, Maharashtra, India- 400025"
"National Institute of Event Management (NIEM), Mumbai Contact Number, Address & Location Map, Mumbai",91 22 2671 6676,support@niemindia.com,http://www.niemindia.com/,"Ground Floor, Nandanvan, Corner of Vallabh Bhai Road & Ansari Road,Vile ParlernMumbai,Maharashtra 400 056."
"National Academy of Event Management & Development (NAEMD), Jaipur Contact Number, Address & Location Map, Jaipur",+91-0141-3241220,info@naemd.com,http://www.naemd.com,"E-293, Lal Kothi Scheme, Behind New Vidhan Sabha, Tonk Road, Jaipur-302015"
"Cradle of Management Institute Contact Number, Address & Location Map, Delhi",01125066069,info@cmi-hm.com,http://www.cmi-hm.com,"988, Najafgarh - Delhi Road , Near Oberai Farm, Kapashera, New Delh, Delhi, India - 110037"
"SBS Delhi Contact Number, Address & Location Map, Delhi",01126864848,info@skylinecollege.com,http://www.skylinecollege.com/,"Hauz Khas Enclave, New Delhi - 110 016, India ."
"CINEMA Ghaziabad Contact Number, Address & Location Map, Ghaziabad",http://cosmicsinstitution.tradeindia.com/,"Plot no. Com / H1, Sector 6, Vasundhara Opp. Amity International School Ghaziabad, Uttar Pradesh 201012"
"EMDI Institute of Media & Communication, Bangalore Contact Number, Address & Location Map, Bengaluru",bhopal@emdiworld.com,http://emdiworld.com/bhopal/,"3rd Floor, No-60, Appareddy Palya, Link Rd 4, Indiranagar, Bengaluru, Karnataka 560038"
"First Academy of Media and Entertainment Contact Number, Address & Location Map, Bhubaneswar",0674-6570155,info@fame.ac.in,http://www.fame.ac.in/index.html,108/B | Unit- III | Lalchand Complex 1st FloorMaster CanteenBhubaneswarOrissaIndia- 751001
"Gurucool Institute of Event Management Contact Number, Address & Location Map, Hyderabad",info@gurucooledutech.com,http://gurucooledutech.com/,"Gurucool Institute of Event Management,# G-7, No. 12-5-35/A/9,,Ballad Estates, Opp. ISO Junior College,Tarnaka, Secunderabad – 500 017"
"SBRR Mahajana First Grade College Contact Number, Address & Location Map, Mysuru",+91 821 241 4670,info@mahajana.edu.in,http://www.mahajanafgc.com/,"SBRR MAHAJANA FIRST GRADE COLLEGE, Jayalakshmipuram,Mysore-570012"
"GNK Institute of Management Studies Contact Number, Address & Location Map, Kolkata",91 98311 67739,info@gnkinstitute.co.in,http://www.gnkinstitute.co.in/,"AC 14, Sector 1, Salt Lake City, Kolkata, West Bengal, India- 700089"
"Mohan Lal Sukhadia University - Faculty of Management Studies Contact Number, Address & Location Map, Udaipur","(0294) 2470208, 2470799",fms.udaipur@gmail.com,http://www.fmsudaipur.org/,t Faculty of Management Studies Mohan Lal Sukhadia University (New campus) Udaipur - 313001
"ARZOO Travel Training Institute Contact Number, Address & Location Map, Mumbai",91 9320775281,pritesh_dalvi@yahoo.com,http://www.arzoo.com/atti/,"Isha vasyam above padmini hospital 2nd flr, next to sbi kalian murbad rd kalian west, kalyan, Mumbai, Maharashtra, India"
"CIHMC Bhubaneswar Contact Number, Address & Location Map, Bhubaneswar",cihmcbbsr@yahoo.co.in,http://cihmc.org/
"Impact Institute of Event Management Contact Number, Address & Location Map, New Delhi",9213646400,Impact.dem@gmail.com,http://iiemdelhi.com/,"G-5, Above BGS Showroom, 3rd Floor South Extension Part – 1, Near LEVIS Showroom, South Ex 1, Delhi, Delhi, India- 110049"
"MKITM Lucknow Contact Number, Address & Location Map, Lucknow",4719700,institute.kol@vlccwellness.com,http://www.mkitm.com/,"MMS Hostel, Moti Mahal, 2, Rana Pratap Marg, Lucknow, Uttar Pradesh, India"
"Advanced Information & Management Studies (AIMS), Durgapur Contact Number, Address & Location Map, Durgapur",8001600724,response@aimssyndicate.org,http://www.aimssyndicate.org,"Advaced Information & Management Studies (AIMS),Behind Truck Terminus,J.P.Avenue, Zonal Centre, Sagarbhanga,Durgapur-713211"
"LATA Mumbai Contact Number, Address & Location Map, Mumbai",http://www.livewel.com/education/aviation-training-academy/home.html,"Sri Amba Sadan, 6th & 7th floor, opp. Mango showroom, Linking Road, Khar (W),, Khar, Mumbai, Maharashtra, India- 400052"
"Indian Institute of Tourism and Travel Management (IITTM), Noida Contact Number, Address & Location Map, Noida",0674 - 2472014,iittm.noida@gmail.com,http://www.iittmb.in/,Plot no. A 35 & 36Sector - 62NoidaUttar PradeshIndia- 201309
"Heritage Institute of Hotel & Tourism (HIHT), Shimla Contact Number, Address & Location Map, Shimla",0177-2844731,info@hihtworld.com,http://www.hihtworld.com/shimla-campus.html,"Sanjauli, Shimla-171006, Himachal Pradesh(INDIA), Shimla, Himachal Pradesh, India- 171006"
"Anjuman-I-Islams Institute of Hotel Management & Catering Technology (AIHMCT), Mumbai Contact Number, Address & Location Map, Mumbai",rukshanab@rediffmail.com,http://www.anjumanihmct.org/,"92, Dr. D. N. Road, Next to Times of India Building, Opp. C.S.T, CST, Mumbai, Maharashtra, India- 400001"
"Pailan School of International Studies Contact Number, Address & Location Map, Kolkata",+91(0)033-2497 8266,admissions@psis.co.in,http://www.psis.co.in/,Plot No. B149-156Phase IIBengal Pailan ParkOff D.H.RoadNear IIM JokaKolkataWest Bengal 700104
"SPG Jaipur Contact Number, Address & Location Map, Jaipur",0141-5171717,info@spg.edu.in,http://www.spg.edu.in,"C-59, Janpath, Behind New Vidhan Sabha , Lalkothi, Jaipur 302015"
"Alpine Center The Swiss Business School for Hotel and Tourism Education (AC), Goa Contact Number, Address & Location Map, Goa",0172 - 6530331,admissions@alpinecenter.in,http://www.alpinecenter.in/,"11/A, Loyola Vaddo, Near Piedade Chapel, Goa - Other, Goa, India- 403713"
"Triambke Institute of Hotel Management Contact Number, Address & Location Map, New Delhi",25176666,info@triambke.com,http://www.triambke.com/,"A - 1, Ring Road, Rajouri Garden, Delhi, Delhi, India- 110027"
"LEO Academy of Hospitality & Tourism Management Contact Number, Address & Location Map, Hyderabad",66403771,director@leoacademy.in,http://leoacademy.in/index.php/regular-courses/,"Bommaraspet Village, Shameerpet Mandal, R.R.Distric, Shamirpet, Hyderabad, Telangana, India- 500078"
"Presidency College of Hotel Management Contact Number, Address & Location Map, Bengaluru",91 80 2520 2793,head.academics@royalorchidhotels.com,http://presidencycollege.edu.in/,"1, Golf Avenue, (Behind Diamond District), Adjoining KGA Golf Course, Airport Road, Bangalore - 560 008"
"Sheila Raheja Institute of Hotel Management Contact Number, Address & Location Map, Mumbai",+91-22-61966651,principal@srihm.edu.in,http://www.srihm.edu.in/,"Raheja Education Complex,Opp. Colgate Ground,Kher Nager, andra (East), Mumbai,                  Maharashtra - 400 051."
"Institute of hotel management (IAM), Nuvem Contact Number, Address & Location Map, Nuvem",9903070000,iamgoa@iam.ac.in,http://www.iam.ac.in,"AN-1, Nayapatti, Sector-V, Salt Lake, Calcutta, India 700102"
"Yash Charitable Trust's Ushadevi College of Hotel Management Contact Number, Address & Location Map, Thane",9820291136,ushadevihmct@gmail.com,http://www.ushadevihmct.com/,Kiran classes buildingnear Royal challenge HotelNitin co. signal Sambhaji nagarThane WestThaneMaharashtraIndia- 400604
"School of Hotel Management Contact Number, Address & Location Map, Bhubaneswar",0674 - 6511095,shm@shm.ac.in,http://soauniversity.ac.in/home/shm,SOA University 662 & 658Jagamara. Bhubaneswar-751030
"NIBR Pune Contact Number, Address & Location Map, Pune",02027659910,nibrindia@gmail.com,http://nibrindia.com/,"1/D, Sant Tukaram Sankul,Opp. St. Ursulas High School,Nigdi Pradhikaran, Pune- 411 044."
"Lakshya Bhartee Institute of International Hotel Management Contact Number, Address & Location Map, Delhi","011-27011495, 47023632 / +91-9560895483",info@lbiihm.com,http://www.lbiihm.com,"LBIIHM TOWER, B-98, PUSHPANJALI ENCLAVE, OUTER RING ROAD, PITAMPURA, DELHI-110034"
"Kukreja Institute of Hotel Management And Catering Technology Contact Number, Address & Location Map, Dehradun","+91-9411170000, +91-9410555555",admission@kukrejainstitute.com,http://www.kukrejainstitute.in/,"Dharampur Chowk, Mata Mandir Road, Near Railway Crossing, Ajabpur Khurd , Dehradun, Uttarakhand (India)"
"IHM Chandigarh Contact Number, Address & Location Map, Chandigarh",09779450102,admissions@ihmindia.in,http://www.ihmindia.in/,"SCO 66-67, First Floor, Sector-34A, Chandigarh, India."
"Dr. MPS Group College of Hotel Management Contact Number, Address & Location Map, Delhi",09319969886,Dean_ibrahimkhan@yahoo.in,http://www.mpschm.org.in/Default.aspx,"E-9,Ramdutt Enclave, (Near Uttam Nagar East Metro Station), Uttam Nagar, Delhi, Delhi, India- 110059"
"Sri Chanakya Institute of Hotel Management & CT Contact Number, Address & Location Map, Visakhapatnam",0891-2728388,principal@srichanakyahm.com,http://www.andhrauniversity.edu.in/affiliate/scihmct/index.html,"Sri Chanakya Institute of Hotel Management & CT,Sree Balaji Chambers,Seethammapeta Road,Gurudwara Junction,Visakhapatnam-530016."
"National Council for Hotel Management and Catering Technology Contact Number, Address & Location Map, Noida","+91-120-2590603, +91-120-2590607",diraf-nchm@nic.in,http://www.nchm.nic.in/,Plot. No. A-34Sector-62NoidaUttar PradeshIndia- 201301
"Gurukul Management Studies Contact Number, Address & Location Map, Kolkata","+91-8961643542, +91-9051559631",gurukul221@gmail.com,http://www.gurukulstudy.com,"Bhatpara, North 24 Parganas, West Bengal - 743126"
"Firefly Academy of Aviation & Hospitality Contact Number, Address & Location Map, New Delhi",info@fireflyacademy.in,http://fireflyacademy.in,"Firefly Academy of Aviation & Hospitality, A-1, 3rd Floor, Main Ring Road, Rajouri Garden, Delhi- 110027,India"
"Hollywood Institute of Hotel Management Contact Number, Address & Location Map, Kolkata",info@hihm.info,http://www.hihm.info/,"4-B, Nafar Kundu Road, Behind Chitranjan Cancer Hospital, Kolkata, West Bengal-700026, India"
"Aryabhatta Institute of Engineering & Management (AIEM), Durgapur Contact Number, Address & Location Map, Durgapur",+91-(0343) 2526415,admissions@aiemd.org,http://www.aiemd.org/,"PANAGARH GRAM, PANAGARH, POST - PANAGARH BAZAR, DIST- BURDWAN(WB)PIN - 713148"
"Golden Regency Institute of Hospitality Management Contact Number, Address & Location Map, Haldia",03224-252020,gr@goldenregency.net,http://goldenregency.net/,"Hotel Golden Retreat Debhog, City Centre, Haldia Dist. - East Midnapore, W.B. India, PIN Code - 721657."
"Ramee Academy of Catering Tourism and Hotel Management Contact Number, Address & Location Map, Tirupati",91 - 9010233655,principal@rameeacademy.org,http://www.rameeacademy.org/about-us.htm,"14-37, Karakambadi Road, Akkarampalli Post, Tirupati, Andhra Pradesh, India- 517507"
"CMTES Institute of Hotel Management Contact Number, Address & Location Map, Vijayawada",08662579140,cmtesihmct_vja@yahoo.co.in,http://cmtesihmct.webs.com/,27-14-601st floorrajagopalachari streetNear Buckinghampet post officeGovernorpetVijayawadaAndhra PradeshIndia
"Alliance College of Management & Hotel Management Contact Number, Address & Location Map, Visakhapatnam","+91-8885666502, +91-8886660510",alliancesince2003@gmail.com,http://www.alliancemgt.org,"Near Dr V.S Krishna College Road , Maddilapalem, Visakhapatnam, Andhra Pradesh./adress:54.11.40/1"
"John Bauer College of Hotel Management & Catering Technology Contact Number, Address & Location Map, Hyderabad",040-32420016,info@jbchmct.in,http://www.jbchmct.in/,"12 - 13 - 85 - 88, 4th Floor Hidayat Arcade, Tarnaka, Secunderabad - 500 017, Andhra Pradesh, India"
"Cambay Institute of Hospitality Management (CIHM), Udaipur Contact Number, Address & Location Map, Udaipur",91 9252252640,ratanlal.dangi@cambayeducation.com,http://www.cambayeducation.com,Behind Secure Metre FactoryKaladwasUdaipurRajasthanIndia- 313001
"Amro Institute of Management Contact Number, Address & Location Map, Nashik",info@amroinstitutes.com,http://www.amroinstitutes.com,"Surajkund, Gat No. 64/3, Rajur Bahula, near Vilholi, Nashik-Mumbai highway, Nashik, Maharashtra"
"DSHM Kalyani Contact Number, Address & Location Map, Kalyani","+91-7797188188, +91-7797433533",dolphin.kalyani@gmail.com,http://www.dshmindia.com,"No-7 Balindi Mouja, P.S-Haringhata, Pin-741246"
"Roots Academy of Hospitality & Business Management Contact Number, Address & Location Map, Vijayawada",+91866-6667887,info@rootshm.in,http://rootshm.in/,"Roots Academy of Hospitality & Business Management, IInd Floor. Indira Gandhi Municipal Stadium Complex,, MG Road, Vijayawada, Andhra Pradesh, India- 520010"
"International School Of Hospitality Management (ISHM), Bhiwani Contact Number, Address & Location Map, Bhiwani",011-23738311,info@ishm.in,http://www.ishm.in/,"5th Mile stone, Delhi-Bhiwani Road, Bhiwani, Haryana, India- 127021"
"Oriental College of Hotel Management & Culinary Arts Contact Number, Address & Location Map, Kozhikode",04936   255355,admin@orientalschool.com,http://www.orientalschool.com/,"Lakkidi P.O. ,Wayanad Dist.,Kerala - 673576"
"Institute of Hotel Management Catering Technology and Applied Nutrition (IHM), Bhopal Contact Number, Address & Location Map, Bhopal",0755-2464397,ihmbhopal86@gmail.com,http://www.ihmbpl.com/,"1100 Quarters, Near Academy of Administration Bhopal, (M.P.) India"
"NAS Catering & Hotel Management College Contact Number, Address & Location Map, Madurai",7667377338,nasicthm@gmail.com,http://www.nascateringinstitute.com,"N.A.S Avenue, K. Othapatti, Karupaiyurani Post, Madurai, Tamil Nadu, India- 625020"
"AEC Tourism and Hospitality Academy (AEC), Chennai Contact Number, Address & Location Map, Chennai",91 98400 99201,info@aecbizschool.com,http://www.aecbizschool.com/tourism.html,"AEC Centre Ist Floor, 33 Giriappa Road T.Nagar , Thyagaraya Nagar, Chennai, Tamil Nadu, India- 600017"
"Cambay Institute of Hospitality Management (CIHM), Neemrana Contact Number, Address & Location Map, Neemrana",91 97149 33354,info@cambayeducation.com,http://www.cambayeducation.com/,"Cambay Spa & Resort, Opp. Hillwoods School, Sector 25, Gandhinagar, Gujarat, India- 382044"
"Institute of Hotel Management Catering Technology and Applied Nutrition (IHMCTAN), Meerut Contact Number, Address & Location Map, Meerut",09917307117,info@ihmmeerut.com,http://www.ihmmeerut.com/,"77th Milestone, Delhi-Dehradun Highway, NH-58, Daurala, Meerut, Uttar Pradesh, India- 250008"
"Sopan Institute of Science Technology and Management Contact Number, Address & Location Map, Alwar",+91-144-270475,hemant23@gmail.com,http://www.sistm.in,"B-256, Malviya Nagar,Alwar - 301001 (RAJASTHAN),INDIA"
"Vijayalakshmi Institute of Hospitality Sciences Contact Number, Address & Location Map, Mangalore",08242425966,info@srinivasgroup.com,http://www.srinivasgroup.com/,"The Secretary, A Shama Rao Foundation, Hotel Srinivas, GHS Road, Mangalore-575001, Karnataka, India"
"BIHTS Institute of Management Contact Number, Address & Location Map, Kolkata",91 9051086543,info@bihts.com,http://www.bihts.com,"162/C/529, Lake Gardens, Near Lords Mor, Lake Gardens, Kolkata, West Bengal, India- 700045"
"Scott Hotel Management Institute Contact Number, Address & Location Map, Kolkata",6450 8941,admin@shmi.org,http://www.shmi.org/,"PTI Building, 8th Floor, DP-9, Sector-V, Salt Lake City, Kolkata, West Bengal, India- 700091"
"Sahyadri College of Hotel Management &Tourism Contact Number, Address & Location Map, Ratnagiri",(02355) 264392,schmt1@rediffmail.com,http://sahyadrihotelmanagement.org/,"Mumbai-Goa,Hightway NH 17,Chiplun-Sawarde, Dist- Ratnagiri,Region- Konkan, Maharashtra - Other, Maharashtra, India- 415606"
"Sky Scrapper Institution of Hospitality and Management Contact Number, Address & Location Map, Delhi",020-64000273,info@skyscrapper.co.in,http://www.skyscrapper.co.in/,"B-14, 2nd floor, Main Vikas Marag, Near Hira sweets Laxmi Nagar Delhi 110092"
"Academy of Science and Knowledge - Institute of Hotel Management & Culinary Arts Contact Number, Address & Location Map, Bengaluru",+91-80-32495267,antonym@studyask.com,http://www.studyask.com/,"179,1st Cross, 5th Main, 6th Stage, Thubarahalli, Behind Hyper City ,BEML Layout, Marathahalli, Bangalore, India – 560066"
"Allied Institute of Hotel Management & Culinary Arts (AIHMCA), Chandigarh Contact Number, Address & Location Map, Chandigarh",0172-4632947,aihmca_chd@yahoo.co.in,http://www.alliedchandigarh.com/home,SECTOR-11PANCHKULA - CHANDIGARH 134112INDIA
"International Institute Of Culinary Arts Contact Number, Address & Location Map, New Delhi",91-11-26850817,admissions@chefiica.com,http://www.chefiica.com/,"Daryacha, IVth Floor, 39, Haus Khas Village Road, New Delhi - 110016"
"King Institute of Hotel Management and Catering Technology Contact Number, Address & Location Map, Madurai",2372958,kinginstitute_2002@yahoo.co.in,http://www.kingcatering.org/,"Kaliappan Nadar Veethi , R.C.Street, Palanganatham, Madurai, Tamil Nadu, India- 625003"
"Shah Education Trusts College of Hospitality (Hotel Management) & Tourism Contact Number, Address & Location Map, Mumbai",setchat@rediffmail.com,http://www.slideshare.net/milapsh/shah-institute-of-hospitality-hotel-management-tourism,"EC-111/101-102, Sector II, Aries CHS,, Near Evershine Last Stop, Evershine City-Avenue,, Vasai Road, Mumbai, Maharashtra, India- 401208"
"The Hotel School Contact Number, Address & Location Map, Delhi",+91-011-25061268,ADM@THEHOTELSCHOOL.COM,http://www.thehotelschool.com,"989, Near Oberoi Farm, Kapashera, New Delhi-110037"
"IIAS School of Management, Siliguri Contact Number, Address & Location Map, Siliguri","+91-9674744818/19 ,+91 (353) 251 6335",iias.siliguri@iias.org.in,https://www.iias.org.in/,"Siliguri, Hill cart road, Dagapur, P.O-Salbari, Siliguri, West Bengal"
"Patna Women's College Contact Number, Address & Location Map, Patna",0612 253 1186,info@patnawomenscollege.in,http://patnawomenscollege.in/,"Bailey Road, Patna Bihar, PIN - 800001"
"Westwood Institute of Hotel Management Contact Number, Address & Location Map, Mohali",wwihm@rediffmail.com,http://westwoodinstitutes.com,"WESTWOOD INSTITUTE OF HOTEL MANAGEMENT,Zirakpur-Panchkula Highway,Adjoining Sector-20, Panchkula,Vill: Kathgarh, P.O: Dhakauli,Teh. Derabassi, Distt. Mohali,Punjab"
"Institute of Hotel Management (IHM), Hazipur Contact Number, Address & Location Map, Hazipur",06224-275354,hajipurihm@gmail.com,http://www.ihmhajipur.net,"Institute of Hotel Management Catering & Nutrition, Ramashish Chowk, Hajipur – 844 101, Vaishali, Bihar"
"New Delhi YMCA Institute For Media Studies & Information Technology Contact Number, Address & Location Map, New Delhi",011 - 43644000,ymcand@del3.vsnl.net.in,http://newdelhiymca.in/imsit.php,"Jai Singh Road , New Delhi, Delhi, India - 110001"
"MGM Patna Contact Number, Address & Location Map, Patna",91-612-2361381,info.college@mgmpatna.org,http://mgmpatna.org,Main Road Kankarbagh Opp Chandan Automobile  Patna - 800020 Bihar
"Indian Institute Of Hardware Technology Ltd. (IIHT), New Delhi Contact Number, Address & Location Map, New Delhi",011-42384000,gtbnagar@iiht.com,http://www.iiht.com/,"Plot No. 33 & 35, Mall Road, GTB Nagar, Kingsway Camp, Delhi-110009"
"Indian Institute Of Hardware Technology Ltd. (IIHT), Faridabad Contact Number, Address & Location Map, Faridabad",0120-4160148,info@iiht.com,http://www.iiht.com/,"SCF-69, 1st Floor, Sector-16(a) Market, Opposite Nehru College, Faridabad, Haryana, India- 121002"
"Salesian College Contact Number, Address & Location Map, Darjeeling",scssdb@salesiancollege.net,http://www.salesiancollege.in/,"Salesian College Sonada Campus,Sonada - (Post),Darjeeling - (Dist).,West Bengal - 734209, INDIA. - See more at: http://letsreach.com/salesian/website/Contact%20Us.html#sthash.kbc5FPj0.dpuf"
"ISC Pune Contact Number, Address & Location Map, Pune","+91-02-066759449,  +91-9049389234",isc@indiraedu.com,http://indiraisc.edu.in/,"85/5-B, Samanvay IT Campus, New Pune-Mumbai Highway, Tathwade, Pune-411033, Maharashtra, India"
"South Travancore Hindu College Contact Number, Address & Location Map, Nagarcoil",91-4652-225940.,sthinducollege@gmail.com,http://sthinducollege.com/,S.T.Hindu CollegeNagercoil-2Pin: 629 002
"NIA Delhi Contact Number, Address & Location Map, Delhi",09871565565,admissions@niaindia.org,http://www.niaindia.org/,"Admission Office: ,A-1, Forest Lane, M.G. Road,New Delhi"
"National Institute of Event Management (NIEM), Pune Contact Number, Address & Location Map, Pune",+91 20 2567 9034,niem.events@gmail.com,http://www.niemindia.com/,"4, Kamal Prabha Apts, Opp. Police ground,Next to Corn Club, F.C. Road Pune,Maharashtra 411 016"
"National Academy of Event Management & Development (NAEMD), Ahmedabad Contact Number, Address & Location Map, Ahmedabad",(079)3008 1829,ahmedabad@naemd.edu.in,http://www.naemd.com,"- 24, Samudra Complex,Near Hotel Klassic Gold,Off C.G. Road, Navrangpura, Ahmedabad - 380009, Gujarat."
"ROOTS Collegium Contact Number, Address & Location Map, Hyderabad",+91-8978892570,rootsacademics2011@gmail.com,http://www.roots.ac.in,"Adjacent to Katriya Hotel , Raj Bhavan Road, Somajiguda, Hyderabad, Andhra Pradesh, India - 500 082"
"JHC Mumbai Contact Number, Address & Location Map, Mumbai","+91-22-22041095 , +91-22-22040256",contactus@jaihindcollege.com,http://www.jaihindcollege.com,"A Road, Churchgate, Mumbai , Maharashtra, India - 400 020"
"Om Paramedical & Technical Education Contact Number, Address & Location Map, New Delhi",011-45605470,opte.delhi@gmail.com,http://www.optedu.in,"A-26, First Floor, Palam Extension ,SBI Wali Gali, Opp. Children Park & Max Fort School ,Sector - 7 ,Dwarka, New Delhi-110075,Nearest Metro Station: Dwarka, Sector-10"
"ISB Kolkata Contact Number, Address & Location Map, Kolkata",03340101200,admissions@isb.ac.in,http://www.isb.ac.in/,"PTI Building, 8th Floor , DP-9, Sector-V, Salt Lake City, Kolkata, West Bengal, India - 700091"
"National Institute of Management (NIM), Durgapur Contact Number, Address & Location Map, Durgapur",91 (343) 254480,info@dms.nitdgp.ac.in,http://www.nimdurgapur.org/,"NIT Durgapur, Mahatma Gandhi Avenue, Durgapur - 713209, West Bengal, India."
"UEI Global (UEI), Lucknow Contact Number, Address & Location Map, Lucknow",info@uei-global.com,http://www.uei-global.com/bba_mba_hotel_management_institute_business__school_college_lucknow.aspx,"2 Floor, TC-57 V, Shalimar Tower, Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh, India- 226016"
"S. S. & L. S. Patkar College of Arts & Science & V. P. Varde College of Commerce & Economics Contact Number, Address & Location Map, Mumbai",+91-22-2872 3731 / 2872 1875,info@patkarvardecollege.edu.in,http://www.patkarvardecollege.edu.in/,"S. V. Road, Goregaon (West),Mumbai - 400062"
"IHRM Kolkata Contact Number, Address & Location Map, Kolkata",033 2434 6885,admissions@ihrmedu.org,http://ihrmedu.org,"Sonargaon Park, Tegharia, Sonarpur, Kolkata 700150"
"Rawal Institute of Management Contact Number, Address & Location Map, Faridabad",0129-2400400,info@rawalinstitutions.com,http://www.riom.in/,"Sohna Road, Near Zakopur, Faridabad"
"EBS Mumbai Contact Number, Address & Location Map, Mumbai","+91 9324656222, +91 8652258515",anil@ebsmumbai.com,http://ebsmumbai.com/,"Y-A Block, APMC, Sector 19B, Next to Avalon Heights School, Near RTO, Opp Ambience Court, Sector-19-B, Vashi, Navi Mumbai- 400705"
"IISD Kolkata Contact Number, Address & Location Map, Kolkata",033-2335-2861,iisdedu@gmail.com,http://iisdedu.in/,"INSTITUTE FOR INSPIRATION & SELF DEVELOPMENT, IB - 200/1, Sector - III, Salt Lake, Kolkata-700 106, West Bengal, India"
"UEI Global (UEI), Faridabad Contact Number, Address & Location Map, Faridabad",011 - 44151515,info@uei-global.com,http://www.uei-global.com/bba_mba_hotel_management_institute_business__school_college_faridabad.aspx,"4 Floor, Crown Plaza, Sector- 15 A, Delhi - Mathura Road, Faridabad - 121007"
"Dr. Narayana College of Hotel Management Contact Number, Address & Location Map, Secunderabad",+91-9666365365,nchm.bm@gmail.com,http://drngmi.com/,"Dr. Narayana Degree College Of Hotel Management, Kistamma Complex, Old Alwal, Secunderabad"
"AIMS Education Campus (AIMS), Anand Contact Number, Address & Location Map, Anand",02692-239247,info@aims.ac.in,http://aims.ac.in,"Bakrol Vadtal Rd Anand, Gujarat 388315India"
"Delhi Institute of Management & Technologies (DIMT), New Delhi Contact Number, Address & Location Map, New Delhi",011-47481700,http://dimtedu.com/,"Plot No. 2, Tehsil Road, Chara Mandi, Najafgarh, New Delhi - 110043."
"Theem College of Engineering Thane Contact Number, Address & Location Map, Thane",+91-02525-284909,info@theemcoe.org,http://www.theemcoe.org/,"Boisar Chilhar Road, Boisar (E),Tal.: Palghar, Dist - Thane."
"A S Educare Institute Contact Number, Address & Location Map, Kolkata",admission@aseducare.com,http://www.aseducare.com,"3 No. Airport Gate ,P.O.-Rajbari, Kolkata -700081,West Bengal, India"
"ILEAD Kolkata Contact Number, Address & Location Map, Kolkata",+91-9163122222,contact@ilead.net.in,http://www.ilead.net.in,"113 J Matheswartola Road, Near Axis Bank, Off Park Regency Hotel, Topsia, Kolkata, West Bengal 700046"
"DDC Delhi Contact Number, Address & Location Map, Delhi",info@delhidegree.com,http://www.delhidegree.com/ddc.aspx,"D-17, 3rd Floor, Bareja Sadan, Main Mathura Road, Badar Pur Metro Station, Badarpur, Delhi, Delhi, India- 110044"
"St.Mary's College Contact Number, Address & Location Map, Bengaluru",080 - 25200 130,info@saintmarys.in,http://www.saintmarys.in/index.aspx,"39/1, 7th Main Road,, Indiranagar, parallel to ESI Hospital, HAL 2nd Stage, Bangalore, Karnataka, India- 560038"
"Siddhpura Institute of Management & IT Contact Number, Address & Location Map, Ahmedabad",079-40306030,info@simit.in,http://simit.in,"Siddhpura Complex Opp.Axis Bank, Krishnabag Maninagar Ahmedabad-380008, Gujarat."
"Indian Business School of Advanced Management Studies Contact Number, Address & Location Map, Mumbai",+91-022-42310000,info@ibsams.com,http://www.ibsams.com/,# 801Business Square8th FlooMadhavdas Amarshi RoadOpp. Andheri Station West Platform No. 6Andheri WestMumbaiMaharashtraIndia- 400058
"Noble Institute of Professional Studies Contact Number, Address & Location Map, Delhi",011-27443377,info@nipsedu.in,http://nipsedu.in,"13, Central market, Ashok Vihar, Delhi- 110052"
"International Centre for Distance Education and Open Learning Contact Number, Address & Location Map, Simla",0177-2832239,info@icdeolhpu.org,http://icdeolhpu.org/,"Summer Hill , Shimla - 171005"
"Universal Institute Of Management And Technology Contact Number, Address & Location Map, Mohali",0172-6530780,spain@uimtonline.com,http://www.uimtonline.com,"Mohali, SCF - 76-77 , 1st floor,Phase - 11, Mohali (Punjab) INDIA - 160062."
"Avalon Business School (ABS), Visakhapatnam Contact Number, Address & Location Map, Visakhapatnam",info@avalonbusinessschool.com,http://avalonbusinessschool.com/,"GK Towers, Dwarakanagar Rd, Sagar Nagar, Dwaraka Nagar, Visakhapatnam, Andhra Pradesh 530016"
"Srishti Academy Contact Number, Address & Location Map, Ghaziabad",9582346100,srishti-academy@outlook.com,http://srishtiacademy.co.in/,"Plot No.-1200, Sector-13, Near Punjab National Bank,Vasundhara, Ghaziabad, Uttar Pradesh, India- 201012"
"NSB School of Management Studies Contact Number, Address & Location Map, Bengaluru",080-41124446,admission.bangalore@nsb.in,http://www.nsb.in/bangalore,"NSB, No.-43/3, Concord Arcade, Kudlu Gate Main Road, Off Hosur Road, Land Mark-Near TVS Godown, Bangalore-560068"
"Xaviers Institute of Business Management Studies Contact Number, Address & Location Map, Bengaluru",080-30577207,info@xibms.com,http://www.xibms.com/,1st and 2nd FloorJBA complexHouse No. 1678A60 Feet Nehru RoadNext to NIITKammanhalliBangalore - 560084
